task_id,query,ground_truth,metric,task_description
question-generation_PersianQA,"هندوانه یا تربوز (نام علمی: Citrullus lanatus) گونه ای بوته و میوه از تیرهٔ کدوییان و دستهٔ صیفی‌جات است که در جالیز رشد و نمو می‌کند. خاستگاه آن آفریقای جنوبی است. گیاهی بزرگ، پهن و یک ساله و یک پایه است. ساقهٔ خزنده و برگ‌های پهن و کرک‌دار با بریدگی‌های ژرف و گل‌های سفید یا زرد دارد. هندوانه گیاهی گرمسیری یا نیمه گرمسیری است و برای رشد به دمایی بالاتر از حدود ۲۵ درجه سانتیگراد نیاز دارد. در مقیاس باغ، دانه‌ها معمولاً در گلدان‌هایی دارای پوشش کاشته می‌شوند و به زمین خوب زهکشی شده با pH بین ۵٫۵ و ۷ و سطوح متوسط نیتروژن منتقل می‌شوند. مهم‌ترین آفات هندوانه عبارتند از: شته، مگس خربزه و کرم لوله‌ای ریشه‌گرهی. در صورت بالا بودن سطح رطوبت گیاه مستعد بیماریهای گیاهی مثل سفیدک پودری و ویروس موزائیک می‌شود. هندوانه‌های بی‌دانه اولین بار در سال ۱۹۳۹ توسط دانشمندان ژاپنی که قادر به تولید دورگه تری پلوئیدی بی‌دانه بودند پرورش داده شد؛ ولی چون در برابر بیماری مقاومت کافی نداشتند تعدادشان محدود ماند. کشاورزان منطقه زنتسوجی، کاگاوا ژاپن با قرار دادن میوه‌ها در جعبه‌هایی فلزی و شیشه‌ای و مجبور کردن آن‌ها به گرفتن شکل ظرف، روشی را برای تولید هندوانه‌هایی به شکل مکعب پیدا کردند.

آفات هندوانه کدامند؟",شته، مگس خربزه و کرم لوله‌ای ریشه‌گرهی.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"بخشی از دستگاه حسی است. دستگاه حسی-پیکری مجموعه پیچیده ای از نورون های حسی و مسیرهای عصبی است که به تغییرات در سطح یا داخل بدن واکنش می دهند. آکسون‌ها (به عنوان الیاف عصبی آوران) نورون‌های حسی به سلول های گیرنده مختلفی متصل شده یا به آن ها پاسخ می دهند. این سلول‌های گیرنده حسی توسط تحریکات مختلفی چون گرما و درد فعال شده و به همین دلیل نام این نورون ها مربوط به نوع واکنشی است که از خود بروز می دهند. توسط دستگاه حسی-پیکری، نه فقط حس لامسه پوست، بلکه احساسات دیگری مانند زانو درد، تماس آلرژیک، فشار روده و گرفتگی گلو نیز به مخ مخابره می شوندد. این دستگاه بخشی از دستگاه اعصاب حسی است. حس‌های پیکری را برخی مواقع حس‌های سومستتیک (به انگلیسی: Somesthetic Senses)،[۱] می نامند، با این نیت که احساسات سومستتیک شامل حس لامسه، حس عمقی (حس موقعیت و حرکت)، و (بسته به کاربرد) حس هپتیک. نگاشت سطوح بدن در مغز را بدن-نگاری (سوماتوتوپی) می نامند. در قشر مغز به این نگاشت، هومونکولوس قشری (یا انسان مینیاتوری قشری) می گویند. در هر صورت، نقشه سطح مغزی (""قشری"") تغییرناپذیر نیست. براثر سکته یا جراحت ممکن است تغییرات شدیدی در این نگاشت شکل گیرد.

سوماتوتوپی یعنی چه؟",نگاشت سطوح بدن در مغز را بدن-نگاری (سوماتوتوپی) می نامند.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"الکترونیک آرتز یا به‌طور مختصر ای‌اِی شرکتی آمریکایی است که از بزرگترین شرکت‌های تولید و توزیع بازی‌های رایانه‌ای به‌شمار می‌آید. تریپ هاوکینگز این شرکت را در سال ۱۹۸۲ تأسیس کرد و هدف اولیهٔ او تولید انواعی از بازی‌های رایانه‌ای بود که در خانه می‌توان با آن‌ها بازی کرد. ای‌اِی در اواخر دههٔ ۸۰ به بهبود و توسعهٔ حوزهٔ کاری خود در زمینهٔ بازی‌های رایانه‌ای پرداخت و با جذب چندین چهرهٔ مبتکر، موفق به رشد و توسعهٔ بسیار در این زمینه شد. شرکت ای‌اِی در سال ۲۰۰۷ رتبهٔ هشتم در فهرست بزرگترین شرکت‌های طراحی نرم‌افزار را به خود اختصاص داد. درآمد سالانهٔ شرکت ای‌اِی در مه ۲۰۰۸ به بیش از ۴٫۰۲ میلیارد دلار رسید و این مقدار، رو به افزایش است. موفق‌ترین بازی‌های ای‌اِی، بازی‌های ورزشی (که توسط بخش ای‌ای اسپورتز، وابسته به این شرکت تولید می‌شود)، بازی‌های برگرفته از فیلم‌های محبوب و البته بازی‌های معروفی است که این شرکت همواره به ساختن آن‌ها مشغول بوده‌است؛ از جملهٔ این بازی‌ها می‌توان به بازی‌هایی مانند نید فور اسپید، مدال افتخار، سیمز، بَتِل فیلد و برن اوت اشاره کرد. یک نکته حائز اهمیت در مورد این شرکت این است که در جمع ۵ شرکت منفور دنیا قرار دارد.

الکترونیک آرتز کجاییه؟",آمریکایی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ایران ایر شرکت هواپیمایی حامل پرچم ایران با نام رسمی هواپیمایی جمهوری اسلامی ایران است که در ایران از ابتدای تأسیس با نام هُما (هواپیمایی ملی ایران) شناخته می‌شود. ایران‌ایر که یکی از قدیمی‌ترین شرکت‌های هواپیمایی فعال در خاورمیانه است هم‌اکنون به بیش از ۴۰ مقصد داخلی و بین‌المللی پرواز انجام می‌دهد. دفتر مرکزی ایران‌ایر در فرودگاه مهرآبادتهران قرار دارد و پایگاه اصلی پروازی این شرکت که بیشتر پروازهای ایران‌ایر از مبدأ یا به مقصد آن انجام می‌شود برای پروازهای داخلی فرودگاه مهرآباد و برای پروازهای خارجی فرودگاه امام خمینی تهران است. بر اساس آمار، ایران ایر سالیانه بیش از ۶ میلیون مسافر را جابه‌جا می‌کند. در سال ۱۳۱۸ خورشیدی رضا شاه پهلوی دستور داد باشگاهی ملی برای هوانوردی تأسیس شود که هزینه آن را مردم تأمین کنند. با پولی که مستقیماً از مردم جمع‌آوری شد، ۲۵ فروند هواپیما از آمریکا به بهای مجموعاً ۱۲۸۱۵۱دلار و وسائل و تجهیزات لازم برای فرودگاه و قطعات یدکی به بهای ۳۶۵۴۷۳۱ ریال خریداری شد. زمین کنونی فرودگاه مهرآباد به مساحت یک میلیون و چهارصد هزار متر مربع انتخاب و با هزینه پنج هزار و ششصد تومان تسطیح شد.

هما مخفف چیه؟",هواپیمایی ملی ایران,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"تُرکیه با نام رسمی جمهوری ترکیه، کشوری اوراسیایی است که بخش بزرگ کشور یعنی آناتولی یا آسیای کوچک در شمال غرب آسیا و خاورمیانه جای گرفته‌است و بخش کوچکی نیز به نام تراکیه در منطقهٔ بالکان (منطقه‌ای در جنوب شرق اروپا) قرار دارد. ترکیه در شرق با کشورهای ایران، نخجوان، ارمنستان، و گرجستان؛ در جنوب شرقی با عراق و سوریه؛ و در شمال غربی (بخش اروپایی) با بلغارستان و یونان همسایه است. همچنین ترکیه از شمال با دریای سیاه، از غرب با دو دریای کوچک مرمره و اژه و از جنوب غرب با دریای مدیترانه مرز آبی دارد. دو تنگهٔ راهبردی بسفر و داردانل نیز در اختیار ترکیه است. پهناوری ترکیه ۷۸۳٬۳۵۶ کیلومتر مربع (سی و هفتم) است. ترکیه کشوری کوهستانی و نسبتاً پرباران است. شکل این کشور مانند یک مستطیل است که از سوی شرق و غرب امتداد یافته‌است. ترکیه با قرار گرفتن در یکی از حسّاس‌ترین مناطق جهان، دارای موقعیّت جغرافیایی راهبردی و بسیار خوبی است و گذرگاه شمال غرب آسیا و اروپا به‌شمار می‌آید و کشورهای بسیاری، به ویژه کشور ایران از خاک ترکیه برای ترانزیت کالا و انرژی استفاده می‌کنند.

ترکیه از نظر ارزش جغرافیایی چگونه است؟",بسیار خوبی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"خلیج فارس (شاخاب پارس یا دریای پارس)، نام آبراهی پراهمیت در آسیای غربی و منطقه خاورمیانه است که در امتداد دریای عمان و در میان ایران و شبه‌جزیره عربستان قرار دارد. مساحت خلیج فارس ۲۳۷٬۴۷۳ کیلومتر مربع است، طول آن حدود ۹۰۰ کیلومتر و عرض متوسط آن ۲۵۰ کیلومتر است و پس از خلیج مکزیک و خلیج هادسون سومین خلیج بزرگ جهان بشمار می‌آید. خلیج فارس از شرق از طریق تنگه هرمز و دریای عمان به اقیانوس هند و دریای عرب راه دارد، و از غرب به دلتای رودخانه اروندرود، که حاصل پیوند دو رودخانهٔ دجله و فرات و پیوستن رود کارون به آن است، ختم می‌شود. هشت کشور در اطراف خلیج فارس قرار دارند. در این میان سواحل شمالی خلیج فارس تماماً در جغرافیای سیاسی ایران قرار دارند. به سبب وجود منابع سرشار نفت و گاز در خلیج فارس و سواحل آن، این آبراهه در سطح بین‌المللی، منطقه‌ای مهم و راهبردی بشمار می‌آید. نام تاریخی این خلیج، در زبان‌های گوناگون، ترجمه عبارت خلیج فارس یا دریای پارس بوده‌است. همچنین در تمام سازمان‌های بین‌المللی نام رسمی این خلیج، «خلیج فارس» است اما برخی از کشورهای عربی در دهه‌های اخیر آن را خلیج عربی یا به سادگی، خلیج می‌نامند. سازمان آب‌نگاری بین‌المللی از نام خلیج ایران (خلیج فارس) برای این خلیج استفاده می‌کند.

چرا خلیج فارس مهم است؟",به سبب وجود منابع سرشار نفت و گاز در خلیج فارس و سواحل آن,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"کاخ باکینگهام در لندن اقامتگاه اصلی خانواده سلطنتی بریتانیا است. این کاخ همچنین یکی از بزرگ‌ترین کاخ‌های سلطنتی فعال دنیاست. با قرار گرفتن در شهر وست‌مینستر، این کاخ اغلب مرکز رویدادهای عمومی ویژه و مهمانی‌های سلطنتی است. این مکان در هنگام جشن‌های ملی، مورد توجه بریتانیایی‌ها است. نام اصلی این مکان خانه باکینگهام است. ساختمانی که هسته کاخ امروزی را شکل می‌دهد، یک خانه شهری متعلق به دوک باکینگهام ساخته شده در سال ۱۷۰۳ در محلی بود که به مدت حداقل ۱۵۰ سال یک ملک شخصی به‌شمار می‌آمد. بعدها و در سال ۱۷۶۱، پادشاه جرج سوم آن را به تملک خود درآورد و به خانه شخصی ملکه شارلوت تبدیل کرد و نام آن به «خانه ملکه» مبدل شد. این عمارت در طول قرن ۱۹ ام، به وسیله دو معمار به نام‌های جان نش و ادوارد بلور توسعه یافت. آن‌ها پیرامون حیاط مرکزی سه قسمت درست کردند. کاخ باکینگهام در نهایت با به تخت نشستن ملکه ویکتوریا، در سال ۱۸۳۷، به کاخ سلطنتی رسمی بریتانیا تبدیل شد. آخرین ساختمان‌های اصلی، از جمله بخش نمای شرقی، که شامل یک ایوان مشهور بوده که خانواده سلطنتی به‌طور سنتی برای سلام دادن به جمعیت در آنجا جمع می‌شوند، در اواخر قرن ۱۹ام و اوایل قرن ۲۰ام اضافه شدند.

چه کسایی کاخ باکینگهام رو توسعه دادن؟",جان نش و ادوارد بلور,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"پری دریایی در فرهنگ عامه، یک موجود افسانه‌ای آبزی است که سر و تنه‌ای به شکل یک زن زیبا و دمی شبیه به ماهی دارد. پری دریایی، در بسیاری از افسانه‌ها اینطور تصویر شده است که در کنار ساحل دریا می‌ایستد و با یک دست در حال شانه‌کردن موهای بلندش و در دست دیگرش آینه‌ای را نگاه داشته‌است. در قصه‌های بسیاری، پریان دریا، غالباً به پیشگویی اتفاقات آینده می‌پردازند، گاهی از روی اجبار، نیروهای فراطبیعی خود را به انسان‌ها می‌بخشند و گاهی عاشق انسانها شده، یا با فریفتن انسان‌های فانی که دل در گرو عشق آنها بسته‌اند، آنها را به قعر دریا می‌برند. تشابهاتی بین افسانه‌های پری دریایی و افسانه‌های سیرن (حوری دریایی اسطوره‌های یونان) وجود دارد. هانس کریستین اندرسن، در داستان محبوب پری دریایی کوچولو که در سال ۱۸۳۶ آنرا به رشته تحریر درآورد، درباره پریان دریایی اینگونه نقل می‌کند که آنها فراموش می‌کنند که انسانها نمی‌توانند در زیر آبها نفس بکشند، حال آنکه به عقیده برخی دیگر، آنها از روی کینه و دشمنی، انسانها را غرق می‌کنند.

پری دریای در کنار ساحل چه در دست دارد؟",آینه‌,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"فرودگاه بین‌المللی مهرآباد نام یکی از فرودگاه‌های شهر تهران، پایتخت ایران است که در سال ۱۳۱۷ ساخته شده‌است. این فرودگاه در بخش غربی تهران واقع شده و نام خود را از روستای مهرآباد جنوبی ده بالا که پیشتر در آن منطقه قرار داشت گرفته‌است. این فرودگاه مجهز به سامانه‌های آی ال اس و وی او آر است. فرودگاه مهرآباد پس از فرودگاه مسجد سلیمان، فرودگاه بندر لنگه، قلعه مرغی و فرودگاه خرم‌آباد، پنجمین فرودگاه ایران می‌باشد. در سال ۲۰۱۵ میلادی ۱۳۲٬۲۴۵ نشست و برخاست هواپیما در این فرودگاه انجام شد و ۱۱۱٬۱۰۷٬۸۲۲ کیلوگرم بار و ۱۶٬۳۲۷٬۳۵۹ نفر مسافر از طریق آن جابجا شدند. نام اصلی روستای مهرآباد «حسین‌آباد» و در تملک حاجی میرزا آقاسی صدراعظم محمد شاه قاجار بود. حاجی میرزا آقاسی، حسین‌آباد را به ناصرالدین شاه هدیه کرد و بعد از مدتی جزو مهریه عصمت‌الدوله (دختر ناصرالدین‌شاه) و همسر دوستمحمدخان معیرالممالک، درآمد و نام مهرآباد را بر آن گذاشتند. اما بعدها به مناسبت خرج‌های بی‌رویه دوستمحمدخان، مهرآباد به گرو رفت و از تملک خاندان معیرالممالک خارج شد و دادخواهی دوستعلی معیری پسر دوست‌محمدخان نیز نزد رضاشاه بی‌فایده بود.

فرودگاه مهرآباد چندمین فرودگاه ایرانه؟",پنجمین فرودگاه ایران,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"رونالدو ده آسیس موریرا (زادهٔ ۲۱ مارس ۱۹۸۰) که بیشتر با نام رونالدینیو یا رونالدینیو گائوچو شناخته می‌شود بازیکن فوتبال پیشین برزیلی است که در پست هافبک تهاجمی و یا مهاجم، برای تیم‌های باشگاهی مانند بارسلونا و آث میلان، و تیم ملی برزیل بازی می‌کرد. رونالدینیو را یکی از بهترین بازیکنان نسل خود و حتی تاریخ فوتبال می‌دانند که در سال‌های ۲۰۰۴ و ۲۰۰۵، دو بار متوالی از سوی فیفا به بازیکن سال فوتبال جهان برگزیده شد. رسانه ها به او لقب شاعر فوتبال را داده اند. رونالدینیو ابتدا فوتبال حرفه‌ای را در باشگاه گرمیو برزیل آغاز کرد و سپس در بیست سالگی به تیم پاری سن ژرمن فرانسه پیوست و نیز پس از درخشش در این تیم در سال ۲۰۰۳ به بارسلونا اسپانیا انتقال یافت. او در دومین فصل حضورش با بارسلونا به قهرمانی در لالیگا رسید و جایزه بازیکن سال فوتبال جهان را دریافت کرد. او همچنین در فصل بعدی حضورش در قهرمانی بارسلونا پس از ۱۴ سال در لیگ قهرمانان اروپا ۰۶–۲۰۰۵ و قهرمانی دوباره در لالیگا نقش زیادی داشت. رونالدینیو پس از به ثمر رساندن دو گل انفرادی دیدنی در بازی الکلاسیکو، تبدیل به دومین بازیکن پس از دیه‌گو مارادونا شد که در ورزشگاه سانتیاگو برنابئو مورد تشویق و تحسین تماشاگران رئال مادرید قرار می‌گیرد.

رونالدینیو تو کدوم ورزشگاه مورد تشویق طرفداران رئال مادرید قرار گرفت؟",ورزشگاه سانتیاگو برنابئو,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"شیره ماده‌ای‌ست که با عصاره‌گیری از یک گیاه یا میوه‌هایی مانند انگور، خرما و توت سیب و معمولاً از طریق جوشاندن با کمک یک حلّال مانند آب یا الکل به دست می‌آید. شیره برخی گیاهان نیز با تیغ زدن یا خراش دادن پوست گیاه به دست می‌آید مانند شیره درخت افرا که از آن شکر تولید می‌شود و نیز شیره درختان کائوچوکی که در صنعت لاستیک‌سازی کاربرد دارند. تریاک نیز در واقع شیره گرز خشخاش است که با خراش دادن از گیاه خارج شده و در مجاورت هوا سفت می‌شود. شیره انگور ماده‌ای است بسیار شیرین که از آب انگور به دست می‌آید. شیره انگور فرایند تولید متفاوتی با شیره توت و خرما دارد ابتدا آب انگور را از انگور جدا می‌کنند سپس نوعی خاک قلیایی به آن اضافه می‌کنند که باعث می‌شود تفاله انگور به همراه خاک ته‌نشین شود بعد آب انگور را داخل دیگ‌هایی ریخته و می‌جوشانند تا به رنگ طلایی نزدیک به سرخ درآید. طبع برخی از شیره ها گرم و برخی سرد می باشد. دوشاب را معمولاً از انگور کشمشی سفید که مزه‌ای شیرین دارد بدست می‌آورند. دوشاب از کشمش خشک تهیه می ‌شود ولی شیره انگور از انگور خیس پخته می ‌شود. شیرهٔ پرورده محلولی غلیظ حاوی قندها و پروتئین‌ها و مواد معدنی است که در آوند آبکش گیاهان جریان دارد.

دوشاپ از چه نوع انگوری بدست می‌آید؟",از انگور کشمشی سفید,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ژرمن شپرد یا سگ چوپان آلمانی یکی از نژادهای سگ است. سگ چوپان آلمانی یکی از نژادهای اصیل آلمانی است که برای نخستین بار در سال ۱۸۹۹ ثبت گردید. سگی باهوش، شجاع و مناسب برای کارهای مختلف از جمله گله داری، نگهبانی، راهنمای نابینایان، همراه خانواده، و جستجو و نجات است. قد استاندارد تا جدوگاه در نرها ۶۰ تا ۶۵ سانتی‌متر و در ماده‌ها ۵۵ تا ۶۰ سانتی‌متر است. طول عمر از ۹ تا ۱۳ سال است. این نژاد را اکثر افراد به دلیل استفاده در فیلم‌هایی نظیر رکس می‌شناسند و همچنین این سگ حضور مؤثری در صحنه‌های امدادی دارد. در خاورمیانه دسته‌هایی از شپردهای پلاس فراوان هستند اما نژاد ژرمن شپرد بیشتر در اروپا زندگی دیده شده‌است. مهمترین ویژگی در این نژاد رفتارهای اشرافی، شهامت و توانایی آموختن رفتارها و فعالیت‌های اختصاصی است. نخستین ویژگی یک جرمن شپرد خوب، قدرت، چالاکی، عضلات مناسب و هوشیاری است. رنگ در سگهای ژرمن شپرد متفاوت است و تقریباً اکثر رنگها قابل قبول هستند. با این وجود رنگهای خیلی کم رنگ یا سفید یک دست قابل قبول نمی‌باشد.

سگ ژرمن شپرد با چه فیلمی مشهور شد؟",رکس,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"سگ یا سگ اهلی زیرگونهٔ اهلی گرگ‌ها و پستانداری از خانواده سگ‌سانان است. سگ نخستین جانوری است که به دست انسان اهلی شد. سگ‌ها از گوناگون‌ترین جانوران زمین هستند که میراث چند هزار سال مداخلهٔ انسان در روند جفت‌گیری و پرورش این جانور است. سگ‌ها نقش‌های گوناگونی در جوامع انسانی بر عهده گرفته‌اند و آدمیان از آن‌ها برای شکار، گله‌داری، بارکشی، محافظت، کمک به پلیس و نیروهای مسلح، همراهی و همدمی و کمک به اشخاص دچار ناتوانی استفاده کرده‌اند. سگ‌ها صدها نژاد گوناگون دارند که بیشتر آن‌ها در چند صد سال اخیر به وسیلهٔ اصلاح نژادی توسط انسان‌ها ایجاد شده‌اند. انسان‌ها از طریق تولید نسل از سگ‌های دارای صفات جسمی و رفتاری مخصوص برای انجام کارهای خاص استفاده می‌کنند که باعث ایجاد نژادهای متفاوتی از سگ‌ها شده‌اند که تفاوت‌های ظاهری قابل توجهی با یکدیگر دارند. بلندی قد انواع سگ از سطح زمین تا بین دو کتف از حدود ۱۵ سانتی‌متر در نژاد چی‌واوا تا حدود ۷۶ سانتی‌متر در تازی ایرلندی متغیّر است. رنگ آن‌ها نیز از سفید تا سیاه و از قهوه‌ای تیره تا روشن با طرح‌های مختلفی متغیر است

سگ جزو کدوم خانواده از پستاندارانه؟",سگ‌سانان,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"تِنیس ورزشی راکتی است که بین دو نفر (سینگل) یا بین دو تیم دونفره (دوبل) بازی می‌شود. هر بازیکن با یک راکت، توپ تنیس (توپی لاستیکی با پوشش نمدی) را به زمین حریف پرتاب می‌کند. بازیکنی (یا تیمی) که زودتر امتیاز نهائی را به دست آورد برنده‌است. این ورزش نخست در بریتانیا و بیشتر میان اشراف‌زادگان رایج شد و سپس به سایر کشورهای انگلیسی راه یافت و اکنون در همه کشورها بازی می‌شود. به دلیل تجهیزات گران‌قیمت و زمین مناسب برای انجام این ورزش، هنوز هم تنیس به عنوان یکی از ورزش‌های گران‌قیمت شناخته می‌شود. تنیس از ورزش‌های المپیک است. در برخی از کشورها به آن تنیس میدانی می‌گویند تا از ورزش دیگری بنام تنیس شاهی که در سالن و در زمینی بااندازه دیگری بازی می‌شود و همچنین تنیس روی میز (که در برخی کشورها با نام پینگ پنگ) جدا گردد.  اندازه‌های زمین تنیس بازی تنیس در نخست بدون راکت و با دست خالی و پس از آن با دستکش انجام می‌شد. پیدایش ورزش تنیس در ایران به بعد از جنگ جهانی دوم بازمی‌گردد. پیش از این در طول سالهای (۱۳۱۵–۱۳۱۸) باشگاه بوستان ورزش که دارای چندین زمین تنیس بود، در محلی روبروی ورزشگاه شهید شیرودی فعلی به مدیریت شکوهی گشایش یافت.

تنیس اول در کجا بازی می شد؟",در بریتانیا,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"پلاستیک به دسته‌ای از مواد مصنوعی یا نیمه مصنوعی گویند که از فرایند بسپارش بدست می‌آیند. پلاستیک‌ها دسته‌ای از بسپارهای افزایشی یا تراکمی هستند. پلاستیک جزو مواد مصنوعی است و به‌صورت طبیعی یافت نمی‌شود. پلاستیک‌ها را می‌توان به شکل‌های مختلف درآورد. اصولاً یکی از ویژگی‌های پلاستیک‌ها شکل‌پذیری خوب آن‌هاست. پلاستیک‌ها را می‌توان تحت فرایندهای گرمایی و مکانیکی به شکل‌های دیگر درآورد. نخستین پلاستیک تجارتی در ایالت متحده، نیترات سلولز بود که تولید آن به یک قرن پیش برمی‌گردد. این پلاستیک توسط gohn wesly hyatt تولید گردید تا جایگزین عاج فیل شود. پلاستیک‌ها خواص متعددی دارند که دیگر مواد ساختمانی از آن برخوردار نیستند. آن‌ها ضد رطوبت و در برابر فرسودگی مقاومند؛ علاوه بر آن وزنی سبک دارند. استحکام آن‌ها خوب است و به راحتی می‌توان آن‌ها را به اشکال پیچیده و گوناگون قالب ریزی نمود. بر اساس طبیعت محصول، پلاستیک‌ها ممکن است با فرایند متوالی یا غیر متوالی تولید شوند. برای ترموپلاستیک‌ها، اغلب فرایند دوبخشی مناسب‌ترین راه است که در آن مواد خام، که توسط تولیدکننده اولیه به صورت پودر یا گرانول تهیه شده‌است به روش اکستروژن یا تولید صفحه شکل می‌گیرند و سپس به محصول نهایی تغییر شکل می‌دهند.

خواص پلاستیک‌ها را بنویسید.",آن‌ها ضد رطوبت و در برابر فرسودگی مقاومند؛ علاوه بر آن وزنی سبک دارند. استحکام آن‌ها خوب است و به راحتی می‌توان آن‌ها را به اشکال پیچیده و گوناگون قالب ریزی نمود.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"رمزگُذاری، روند رمز کردن پیام‌ها یا اطلاعات است به گونه ای که تنها افراد مجاز قادر به خواندن آن باشند (با کُدگذاری یا کُدینگ اطلاعات اشتباه نشود). پیام یا اطلاعات با استفاده از یک الگوریتم، رمزگذاری شده و علائم رمزی به وجود می‌آید که فقط در صورت رمزگشایی قابل خواندن هستند. در رمزگذاری معمولاً یک کلید رمزگذاری شبه تصادفی تولید شده توسط یک الگوریتم، به کار گرفته می‌شود. اگر چه شاید رمزگشایی پیام بدون در اختیار داشتن کلید ممکن باشد، اما در یک رمزگذاری خوب، منابع محاسباتی زیادی برای این کار لازم است. یک گیرنده مجاز به راحتی می‌تواند پیام را با کلید تدارک دیده شده توسط صادرکننده پیام، رمزگشایی کند اما گیرنده غیرمجاز نمی تواند. هدف از رمزگذاری اطمینان از این است که فقط کسانی که مجاز به دستیابی اطلاعات (پیام یک متن یا یک فایل) هستند، قادر به خواندن آن و استفاده از کلید رمزگذاری باشند. مدت طولانی است که رمزگذاری به منظور تسهیل ارتباطات مخفی توسط دولت‌ها و ارتش مورد استفاده قرار گرفته‌است. در حال حاضر به‌طور معمول به منظور حفاظت از اطلاعات در انواع زیادی از سیستم‌های شخصی مورد استفاده قرار گرفته‌است.

رمزگذاری در دولت ها و ارتش به چه منظوری استفاده می شه؟",ارتباطات مخفی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"کریم مصطفی بنزما (به فرانسوی: Karim Mostafa Benzema) (زادهٔ ۱۹ دسامبر ۱۹۸۷ در لیون) بازیکن فوتبال اهل فرانسه است که برای باشگاه فوتبال رئال مادرید در پست مهاجم بازی می‌کند. بنزما در حال بازی برای فرانسه در یورو ۲۰۱۲ بنزما فوتبال حرفه‌ای خود را از باشگاه المپیک لیون آغاز کرد و در سال ۲۰۰۴ میلادی وارد ترکیب تیم بزرگسالان این باشگاه شد و پس از ۵ سال بازی برای این تیم، در فصل ۲۰۰۹–۱۰ به باشگاه رئال مادرید پیوست. مبلغ انتقال قرارداد او از لیون به رئال ۳۵ میلیون یورو اعلام شد که با توجه به نحوه بازی او و عملکرد مثبتش این قرارداد به تا سقف ۴۱ میلیون یورو نیز افزایش می‌یافت. قرارداد او در سالی وارد باشگاه رئال مادرید شد که ستارگانی همچون کریستیانو رونالدو و کاکا نیز در آن سال با این باشگاه مادریدی قرارداد بستند. او بهترین گلزن فرانسوی تاریخ لیگ قهرمانان اروپا با ۵۵ گل است و همچنین با ثبت پاس گل در بازی برابر اوساسونا با ۱۳۳ پاس گل و پشت سر گذاشتن کریستیانو رونالدو بهترین پاسور تاریخ رئال مادرید شد.

در سالی که بنزما وارد مادرید شد دیگه چه بازیکن هایی به مادرید پیوستند؟",کریستیانو رونالدو و کاکا,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
